id,loudness,dissonance_mean,dynamic_complexity,pitch_salience_mean,spectral_centroid_mean,spectral_complexity_mean,spectral_decrease_mean,spectral_energyband_high_mean,spectral_energyband_low_mean,spectral_energyband_middle_mean,spectral_energyband_middle_high_mean,spectral_energyband_middle_low_mean,spectral_entropy_mean,spectral_kurtosis_mean,spectral_rms_mean,spectral_rolloff_mean,spectral_skewness_mean,spectral_spread_mean,zerocr_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,onset_rate,chords_changes_rate,chords_number_rate,chord,chord_strength,chord_scale,key,key_scale,key_strength,meter,pulse_clarity_low_mean,pulse_clarity_middle_low_mean,pulse_clarity_middle_mean,pulse_clarity_middle_high_mean,pulse_clarity_high_mean,attack_slope_low_mean,attack_slope_middle_low_mean,attack_slope_middle_mean,attack_slope_middle_high_mean,attack_slope_high_mean,spectral_flatness_low_mean,spectral_flatness_middle_low_mean,spectral_flatness_middle_mean,spectral_flatness_middle_high_mean,spectral_flatness_high_mean,entropia_clarity_low,entropia_clarity_middle_low,entropia_clarity_middle,entropia_clarity_middle_high,entropia_clarity_high,attack_time_low_mean,attack_time_middle_low_mean,attack_time_middle_mean,attack_time_middle_high_mean,attack_time_high_mean,spectral_flux_low_mean,spectral_flux_middle_low_mean,spectral_flux_middle_mean,spectral_flux_middle_high_mean,spectral_flux_high_mean,bpm
4nem26iLmAMLICncKCGcxJ,0.976653516293,0.490947663784,1.30958020687,54.0044021606,0.00233826972544,2820.53515625,35.4068603516,0.040177706629,0.00565872434527,0.0216342285275,0.00918730907142,0.00398154882714,8.25346851349,2.13330411911,0.00615037279204,3884.4465332,1.19121348858,6276134.5,0.113763444126,-580.547668457,38.792175293,-0.5664884448049999,18.9655380249,12.4443511963,16.8071308136,20.4655475616,22.490146637,20.3669052124,17.7361736298,9.91901016235,6.76394891739,4.77764987946,3.19134831429,0.063862927258,0.00934579409659,10.0,2.86137056351,1.0,10.0,1.0,0.665725648403,4,0.496337413787841,0.039680626243352,0.248563975095748,0.129236280918121,0.091088227927684,19.98224078577582,9.877902957277731,12.955440725567833,9.884092795499638,10.847860601369796,5.684223618121628e-05,0.000639935258366,0.004051568655521,0.009492700977889,0.053538531327685,6.048872470855713,4.831200122833252,5.948299407958984,5.925443649291992,5.907772541046143,0.003653862547525,0.001576219460215,0.000758187986974,0.000740684333434,0.000797542897756,0.247198322656708,0.1529481606077,0.262213773220917,0.201153822126616,0.209023832645214,72.4
1r8ujfJ0hvXJifOQSlTLXR,0.978641092777,0.486261487007,1.92860758305,28.60896492,0.0077942321077,2525.13256836,22.4715518951,0.0382382795215,0.00254644267261,0.0262182708829999,0.00342600909062,0.00675104279071,8.01445007324,2.09967923164,0.00577235268429,1891.50231934,1.00681722164,5264511.0,0.06873691082,-620.60369873,66.7543792725,11.1484603882,34.4138259888,5.71908807755,16.6349105835,15.2175827026,11.1128616333,7.1702170372,10.5979824066,5.51586532593,13.6818647385,5.48354244232,3.96399044991,0.0763239860535,0.0124610587955,8.0,2.61282253265,1.0,8.0,0.0,0.445632100105,4,0.62319278717041,0.143122598528862,0.112017452716827,0.116163484752178,0.059836644679307,16.841962540382895,7.982323810474172,7.937977527630842,6.280788856388986,5.7676291492939065,2.777124057877028e-05,0.000262603703089,0.002733535327438,0.005298935091466,0.0218226716582,5.975178241729736,5.196388244628906,5.37429666519165,5.61485481262207,5.362226486206055,0.004021655999677,0.002123468716875,0.000786539467858,0.000744139865018,0.000746957560144,0.259843228632622,0.175336769723707,0.159573583040205,0.124028368915703,0.121379256822716,72.77
4Yog4fmOWvBVgBNCBi8yeJ,0.983765721321,0.4842757284639999,1.8357950449,46.0401268005,0.021823849529,2437.92236328,28.4692134857,0.0405342876911,0.00517152622342,0.0185524653643,0.00705327838659,0.0107075395063,8.06081581116,1.89018332958,0.00596795417368,3400.05078125,0.989539325237,5632981.5,0.10868691653,-595.645629883,48.7339401245,-0.8279324173929999,19.1974430084,0.567592680454,5.41239929199,-6.21009635925,0.320089221001,8.64542770386,14.0702772141,6.20713043213,4.8553519249,7.23128700256,3.22494149208,0.0887850448489,0.010903426446,10.0,2.4761838913,1.0,10.0,1.0,0.499215722084,4,0.448049932718277,0.291211247444152,0.18229404091835,0.096243031322956,0.075744837522506,10.56302943208393,8.660703877063678,12.61932375385817,9.945081235537945,9.960802674388756,0.000178669562904,0.000314307088511,0.002962520138529,0.00488451339491,0.017014935206971,5.754668235778809,5.4568867683410645,5.140913486480713,5.654025077819824,5.231872081756592,0.002716990410622,0.001359451411086,0.00083244542797,0.000798841625003,0.000775482883916,0.22348095992134,0.201349830138314,0.214864538128433,0.15098992254037,0.157045316219283,74.95
7tyYNJGa6LoV9QAk3r0Xbo,0.980387806892,0.4818710982799999,2.27469420433,26.2613601685,0.0428682789207,1843.44702148,20.4925956726,0.0486009977758,0.00255117774941,0.0339004695415,0.00476987147704,0.00869465153664,7.99362707138,2.22311258316,0.00626423023641,1971.37329102,1.15184831619,5978386.5,0.0718915164471,-633.291931152,77.6521072388,16.8094291687,30.262550354,14.149887085,17.0786075592,8.10760307312,9.98076152802,7.14498853683,4.35458898544,0.0184386912733,4.54050588608,2.2994146347,4.40070152283,0.079439252615,0.0124610587955,10.0,2.98393630981,0.0,10.0,1.0,0.5788975954059999,4,0.6729654073715211,0.146439328789711,0.127121165394783,0.046209331601858,0.028082625940442,17.689114122654274,10.084122583159608,7.869439051043329,5.782930875752207,6.193560384699388,0.000229609998684,0.000353156982346,0.003698002072934,0.009985127052018,0.033376325756097,6.009175777435303,5.568377494812012,5.32337760925293,5.454879760742188,5.497886657714844,0.003512592413691,0.002044975781239,0.000828134014947,0.00075863086852,0.000786673643816,0.344771475444805,0.199019376132404,0.173331090802959,0.114111280087702,0.117286019851067,75.07
2WGQOJ6qsTCLhkV010XBqF,0.982919812202,0.490756958723,1.46988415718,35.6643295288,0.00545596238226,2422.86157227,31.4442710876,0.0444783382118,0.00232288590632,0.0282688420266,0.0078235482797,0.00690870592371,8.01769733429,2.64719581604,0.00638001598418,2065.25488281,1.13019895554,4720956.0,0.074391528964,-596.157104492,58.8740081787,-9.4315032959,32.3299713135,19.908952713,23.4272861481,14.810292244,14.1202926636,6.25426149368,11.5696468353,3.52831220627,5.45162153244,-0.854077577591,2.62026500702,0.0763239860535,0.0155763244256,2.0,2.3992292881,0.0,10.0,0.0,0.56014251709,2,0.540546357631683,0.251773357391357,0.168716713786125,0.055953942239284,0.019945194944739,15.840167698571058,7.533824140790692,13.246297364905976,8.239318570041801,7.728892747358434,8.751340092808529e-05,0.000226819959637,0.001592900774888,0.004394431162018,0.017854458890424,5.137560367584228,4.390197277069092,5.142641544342041,4.943385601043701,4.732034683227539,0.004303583752341,0.001392637200599,0.000789788442849,0.000764371682739,0.000696718247738,0.259348049574037,0.173561862996358,0.173695391705711,0.113703269313245,0.108805735544512,87.69
7r2J0SfMm3NIekpg6g96Dx,0.984396338463,0.490639686584,1.76451277733,33.2147216797,0.0077942321077,2570.22583008,31.8643798828,0.0498682782054,0.00426921248436,0.0355024076998,0.00460513401777,0.00685470690951,8.30784225464,1.34441184998,0.00672474130988,2486.10522461,0.961324572563,6235484.5,0.0908621773124,-581.76373291,57.6711273193,16.8107070923,27.3579559326,15.6949338913,18.696428299,6.20656347275,9.91427898407,5.6623134613,11.3157815933,6.58889532089,9.62340736389,6.64217376709,3.25853466988,0.0872274115682,0.0124610587955,10.0,3.12624335289,1.0,10.0,1.0,0.553076386452,4,0.629108667373657,0.162755772471427,0.103686116635799,0.071475997567176,0.069543711841106,12.334237720818466,6.102378383251377,7.749052694126341,6.028546441725744,6.23660540115353,8.93812330707776e-05,0.00059602957468,0.0046680506354,0.008551732612463,0.016861466936233,5.915323257446289,5.411604881286621,5.776706695556641,5.631310939788818,5.234296321868896,0.004104064564894,0.001502236930808,0.000755776184347,0.000724404457123,0.000768891340319,0.185334766509538,0.118218683378977,0.115164650604128,0.093013221397995,0.099225668915793,70.08
2FXnfgUmPm5PdQ5MkjIZ7Z,0.982758283615,0.487729519606,1.0764580965,47.9191932678,0.00155884644482,2651.14233398,40.0709266663,0.0472795255482,0.00604340620339,0.0255807414651,0.00900651142001,0.00730626983568,8.23122406006,1.77927732468,0.00665422203019,3230.68359375,1.00863003731,5497327.5,0.104054145515,-560.583618164,48.9044075012,-0.799093782902,19.7360076904,6.72589111328,17.7353248596,9.35846805573,11.1488542557,6.47642564774,8.40896224976,6.62691116333,10.2239313126,5.1081776619,2.31792664528,0.0451713390648,0.00778816221282,10.0,2.60259580612,1.0,10.0,1.0,0.625806033611,4,0.532136917114257,0.078073062002658,0.187201932072639,0.125251993536949,0.112879119813442,18.830594432178053,11.686677758048631,18.28685121777932,14.25400888810302,14.282097484164549,9.33656729294385e-05,0.000364341713807,0.003385774241433,0.008052065244308,0.058210380263797,5.87917423248291,4.941807746887207,5.678848743438721,5.827913761138916,5.168601036071777,0.003400660675792,0.001204735472921,0.000786138586313,0.000741343572193,0.000758872055979,0.276028740329082,0.189701810933894,0.263901846288048,0.197944160510023,0.201449153953594,70.69
0ftS7xC955F1Wk1OwbsmBK,0.986560761929,0.4888587296009999,1.2403216362,35.3005027771,0.00155884644482,2651.15893555,34.7918930054,0.0504102706909,0.00457995105535,0.0298424009234,0.00927900243551,0.00675449986011,8.19260787964,2.12011027336,0.00692115956917,2468.98120117,1.20578050613,6013018.0,0.0918417796493,-572.634033203,49.922416687,-1.7196816206,12.1836605072,10.5532941818,13.6404924393,20.5962181091,16.9014892578,13.1604633331,15.6683511734,10.8330259323,12.0854597092,9.72501087189,4.26632881165,0.0841121524572,0.0155763244256,2.0,2.33991670609,0.0,10.0,1.0,0.540480196476,4,0.525598883628845,0.173063114285469,0.183003157377243,0.069655500352382,0.058553930371999,14.90197251247756,8.533981195654093,12.802262290754904,8.558477448108249,8.612664412829545,5.1327506224551656e-05,0.000476714995807,0.002492577531807,0.006803618144754,0.025226985225597,6.013040542602539,4.94409704208374,5.946646213531494,5.947562217712402,5.976736068725586,0.004860414110999,0.001312741312741,0.000772813629956,0.000733880508725,0.000694690919846,0.150946179224128,0.124791815337697,0.180910690219749,0.124029925877173,0.134544788456065,70.07
7ei0ySZ1R4rwtc49s0kZpN,0.939679443836,0.4925038218499999,2.38999199867,38.459236145,0.0724863633513,2638.82788086,33.2268104553,0.0558863990009,0.0048556770198,0.0380014851689,0.00955123454332,0.00332878762856,8.15662097931,2.37399101257,0.00654324889183,2968.92578125,1.15851342678,5067841.0,0.0995812118053,-601.769226074,39.7326660156,-27.5077190399,4.91627788544,7.52797031403,24.7982788086,15.1716346741,13.6954193115,3.37736415863,7.2577662468,0.16914947331,5.41728591919,3.69291639328,3.39290714264,0.079439252615,0.010903426446,1.0,2.77048683167,1.0,10.0,1.0,0.558225035667,4,0.514185428619384,0.037674620747566,0.282775789499282,0.104000225663185,0.062541559338569,9.68047622491962,6.114667284907287,11.03254226534222,6.825198652854763,7.051127173455321,0.001444134853481,0.001137017845978,0.002614253724908,0.006754060925149,0.027474417603602,5.647326946258545,5.068179607391357,5.511567115783691,5.593523979187012,5.585336208343506,0.003330247286291,0.001200874827248,0.000815516682863,0.000734747547934,0.00074078546606,0.192916173796885,0.097740904058596,0.156540289993437,0.112680606800532,0.119766442466626,72.68
2z4TKCcjas1rXrKfqH5lxN,0.976331114769,0.48499673605,1.42325162888,45.1409873962,0.00233826972544,2749.07617188,28.747467041,0.0465948171914,0.0060527427122,0.0275860968977,0.00825140718371,0.00522449798882,8.10830116272,1.57493770123,0.0065321600996,3568.53588867,1.02809715271,6133889.5,0.115226000547,-586.793823242,32.001033783,-1.33489561081,14.540599823,8.81697750092,19.5720272064,16.6903648376,17.749130249,12.5762386322,14.9331388474,10.7165431976,9.28946590424,10.2633695602,3.96399044991,0.124610595405,0.0155763244256,5.0,2.14799571037,0.0,9.0,0.0,0.58193552494,8,0.462610840797424,0.207777947187423,0.15753598511219,0.100127540528774,0.099327698349952,11.45785062335644,6.173978394760359,11.339994956962984,8.420799007103845,8.73574874375598,0.000275010395935,0.000547724216912,0.00272062353156,0.005569026171733,0.022029924556301,5.686733722686768,4.992980480194092,5.505056381225586,5.735398769378662,5.8520026206970215,0.003936846769359,0.001407709750566,0.000843148688046,0.000742986718496,0.000716164561062,0.278796540816636,0.161707805933107,0.196801480179847,0.152205978714057,0.163020798607098,75.04
